codigo,descripcion,capitulo
A74.8,"Otras enfermedades por clamidias","Ciertas enfermedades infecciosas y parasitarias"
A74.9,"Infección por clamidias, no especificada","Ciertas enfermedades infecciosas y parasitarias"
A75.0,"Tifus epidémico debido a Rickettsia prowazekii transmitido por piojos","Ciertas enfermedades infecciosas y parasitarias"
A75.1,"Tifus recrudescente [enfermedad de Brill]","Ciertas enfermedades infecciosas y parasitarias"
A75.2,"Tifus debido a Rickettsia typhi","Ciertas enfermedades infecciosas y parasitarias"
A75.3,"Tifus debido a Rickettsia tsutsugamushi","Ciertas enfermedades infecciosas y parasitarias"
A75.9,"Tifus, no especificado","Ciertas enfermedades infecciosas y parasitarias"
A77.0,"Fiebre maculosa debida a Rickettsia rickettsii","Ciertas enfermedades infecciosas y parasitarias"
A77.1,"Fiebre maculosa debida a Rickettsia conorii","Ciertas enfermedades infecciosas y parasitarias"
A77.2,"Fiebre maculosa debida a Rickettsia siberica","Ciertas enfermedades infecciosas y parasitarias"
A77.3,"Fiebre maculosa debida a Rickettsia australis","Ciertas enfermedades infecciosas y parasitarias"
A77.8,"Otras fiebres maculosas","Ciertas enfermedades infecciosas y parasitarias"
A77.9,"Fiebre maculosa, no especificada","Ciertas enfermedades infecciosas y parasitarias"
A78,"Fiebre Q","Ciertas enfermedades infecciosas y parasitarias"
A79.0,"Fiebre de las trincheras","Ciertas enfermedades infecciosas y parasitarias"
A79.1,"Rickettsiosis pustulosa debida a Rickettsia akari","Ciertas enfermedades infecciosas y parasitarias"
A79.8,"Otras rickettsiosis especificadas","Ciertas enfermedades infecciosas y parasitarias"
A79.9,"Rickettsiosis, no especificada","Ciertas enfermedades infecciosas y parasitarias"
A80.0,"Poliomielitis aguda paralítica, asociada a vacuna","Ciertas enfermedades infecciosas y parasitarias"
A80.1,"Poliomielitis aguda paralítica debida a virus salvaje importado","Ciertas enfermedades infecciosas y parasitarias"
A80.2,"Poliomielitis aguda paralítica debida a virus salvaje autóctono","Ciertas enfermedades infecciosas y parasitarias"
A80.3,"Otras poliomielitis agudas paralíticas, y las no especificadas","Ciertas enfermedades infecciosas y parasitarias"
A80.4,"Poliomielitis aguda no paralítica","Ciertas enfermedades infecciosas y parasitarias"
A80.9,"Poliomielitis aguda, sin otra especificación","Ciertas enfermedades infecciosas y parasitarias"
A81.0,"Enfermedad de Creutzfeldt-Jakob","Ciertas enfermedades infecciosas y parasitarias"
A81.1,"Panencefalitis esclerosante subaguda","Ciertas enfermedades infecciosas y parasitarias"
A81.2,"Leucoencefalopatía multifocal progresiva","Ciertas enfermedades infecciosas y parasitarias"
A81.8,"Otras infecciones del sistema nervioso central por virus atípico","Ciertas enfermedades infecciosas y parasitarias"
A81.9,"Infecciones del sistema nervioso central por virus atípico, sin otra especificación","Ciertas enfermedades infecciosas y parasitarias"
A82.0,"Rabia selvática","Ciertas enfermedades infecciosas y parasitarias"
A82.1,"Rabia urbana","Ciertas enfermedades infecciosas y parasitarias"
A82.9,"Rabia, sin otra especificación","Ciertas enfermedades infecciosas y parasitarias"
A83.0,"Encefalitis japonesa","Ciertas enfermedades infecciosas y parasitarias"
A83.1,"Encefalitis equina del oeste","Ciertas enfermedades infecciosas y parasitarias"
A83.2,"Encefalitis equina del este","Ciertas enfermedades infecciosas y parasitarias"
A83.3,"Encefalitis de San Luis","Ciertas enfermedades infecciosas y parasitarias"
A83.4,"Encefalitis australiana","Ciertas enfermedades infecciosas y parasitarias"
A83.5,"Encefalitis de California","Ciertas enfermedades infecciosas y parasitarias"
A83.6,"Enfermedad por virus Rocío","Ciertas enfermedades infecciosas y parasitarias"
A83.8,"Otras encefalitis virales transmitidas por mosquitos","Ciertas enfermedades infecciosas y parasitarias"
A83.9,"Encefalitis viral transmitida por mosquitos, sin otra especificación","Ciertas enfermedades infecciosas y parasitarias"
A84.0,"Encefalitis del Lejano Oriente transmitida por garrapatas [encefalitis primaveroestival rusa]","Ciertas enfermedades infecciosas y parasitarias"
A84.1,"Encefalitis centroeuropea transmitida por garrapatas","Ciertas enfermedades infecciosas y parasitarias"
A84.8,"Otras encefalitis virales transmitidas por garrapatas","Ciertas enfermedades infecciosas y parasitarias"
A84.9,"Encefalitis viral transmitida por garrapatas, sin otra especificación","Ciertas enfermedades infecciosas y parasitarias"
A85.0,"Encefalitis enteroviral (G05.1)","Ciertas enfermedades infecciosas y parasitarias"
A85.1,"Encefalitis por adenovirus (G05.1)","Ciertas enfermedades infecciosas y parasitarias"
A85.2,"Encefalitis viral transmitida por artrópodos, sin otra especificación","Ciertas enfermedades infecciosas y parasitarias"
A85.8,"Otras encefalitis virales especificadas","Ciertas enfermedades infecciosas y parasitarias"
A86,"Encefalitis viral, no especificada","Ciertas enfermedades infecciosas y parasitarias"
A87.0,"Meningitis enteroviral (G02.0)","Ciertas enfermedades infecciosas y parasitarias"
A87.1,"Meningitis debida a adenovirus (G02.0)","Ciertas enfermedades infecciosas y parasitarias"
A87.2,"Coriomeningitis linfocítica","Ciertas enfermedades infecciosas y parasitarias"
A87.8,"Otras meningitis virales","Ciertas enfermedades infecciosas y parasitarias"
A87.9,"Meningitis viral, sin otra especificación","Ciertas enfermedades infecciosas y parasitarias"
A88.0,"Fiebre exantemática enteroviral [exantema de Boston]","Ciertas enfermedades infecciosas y parasitarias"
A88.1,"Vértigo epidémico","Ciertas enfermedades infecciosas y parasitarias"
A88.8,"Otras infecciones virales especificadas del sistema nervioso central","Ciertas enfermedades infecciosas y parasitarias"
A89,"Infección viral del sistema nervioso central, no especificada","Ciertas enfermedades infecciosas y parasitarias"
A90,"Fiebre del dengue [dengue clásico]","Ciertas enfermedades infecciosas y parasitarias"
A91,"Fiebre del dengue hemorrágico","Ciertas enfermedades infecciosas y parasitarias"
A92.0,"Enfermedad por virus Chikungunya","Ciertas enfermedades infecciosas y parasitarias"
A92.1,"Fiebre de O’nyong-nyong","Ciertas enfermedades infecciosas y parasitarias"
A92.2,"Fiebre equina venezolana","Ciertas enfermedades infecciosas y parasitarias"
A92.3,"Enfermedad viral del oeste del Nilo","Ciertas enfermedades infecciosas y parasitarias"
A92.4,"Fiebre del valle del Rift","Ciertas enfermedades infecciosas y parasitarias"
A92.8,"Otras fiebres virales especificadas transmitidas por mosquitos","Ciertas enfermedades infecciosas y parasitarias"
A92.9,"Fiebre viral transmitida por mosquito, sin otra especificación","Ciertas enfermedades infecciosas y parasitarias"
A93.0,"Enfermedad por virus de Oropouche","Ciertas enfermedades infecciosas y parasitarias"
A93.1,"Fiebre transmitida por flebótomos","Ciertas enfermedades infecciosas y parasitarias"
A93.2,"Fiebre de Colorado transmitida por garrapatas","Ciertas enfermedades infecciosas y parasitarias"
A93.8,"Otras fiebres virales especificadas transmitidas por artrópodos","Ciertas enfermedades infecciosas y parasitarias"
A94,"Fiebre viral transmitida por artrópodos, no ­especificada","Ciertas enfermedades infecciosas y parasitarias"
A95.0,"Fiebre amarilla selvática","Ciertas enfermedades infecciosas y parasitarias"
A95.1,"Fiebre amarilla urbana","Ciertas enfermedades infecciosas y parasitarias"
A95.9,"Fiebre amarilla, no especificada","Ciertas enfermedades infecciosas y parasitarias"
A96.0,"Fiebre hemorrágica de Junín","Ciertas enfermedades infecciosas y parasitarias"
A96.1,"Fiebre hemorrágica de Machupo","Ciertas enfermedades infecciosas y parasitarias"
A96.2,"Fiebre de Lassa","Ciertas enfermedades infecciosas y parasitarias"
A96.8,"Otras fiebres hemorrágicas por arenavirus","Ciertas enfermedades infecciosas y parasitarias"
A96.9,"Fiebre hemorrágica por arenavirus, sin otra especificación","Ciertas enfermedades infecciosas y parasitarias"
A98.0,"Fiebre hemorrágica de Crimea-Congo","Ciertas enfermedades infecciosas y parasitarias"
A98.1,"Fiebre hemorrágica de Omsk","Ciertas enfermedades infecciosas y parasitarias"
A98.2,"Enfermedad de la selva de Kyasanur","Ciertas enfermedades infecciosas y parasitarias"
A98.3,"Enfermedad por el virus de Marburg","Ciertas enfermedades infecciosas y parasitarias"
A98.4,"Enfermedad por el virus de Ebola","Ciertas enfermedades infecciosas y parasitarias"
A98.5,"Fiebres hemorrágicas con síndrome renal","Ciertas enfermedades infecciosas y parasitarias"
A98.8,"Otras fiebres hemorrágicas virales especificadas","Ciertas enfermedades infecciosas y parasitarias"
A99,"Fiebre viral hemorrágica, no especificada","Ciertas enfermedades infecciosas y parasitarias"
B00.0,"Eczema herpético","Ciertas enfermedades infecciosas y parasitarias"
B00.1,"Dermatitis vesicular herpética","Ciertas enfermedades infecciosas y parasitarias"
B00.2,"Gingivoestomatitis y faringoamigdalitis herpética","Ciertas enfermedades infecciosas y parasitarias"
B00.3,"Meningitis herpética (G02.0)","Ciertas enfermedades infecciosas y parasitarias"
B00.4,"Encefalitis herpética (G05.1)","Ciertas enfermedades infecciosas y parasitarias"
B00.5,"Oculopatía herpética","Ciertas enfermedades infecciosas y parasitarias"
B00.7,"Enfermedad herpética diseminada","Ciertas enfermedades infecciosas y parasitarias"
B00.8,"Otras formas de infecciones herpéticas","Ciertas enfermedades infecciosas y parasitarias"
B00.9,"Infección debida al virus del herpes, no especificada","Ciertas enfermedades infecciosas y parasitarias"
B01.0,"Meningitis debida a varicela (G02.0)","Ciertas enfermedades infecciosas y parasitarias"
B01.1,"Encefalitis debida a varicela (G05.1)","Ciertas enfermedades infecciosas y parasitarias"
B01.2,"Neumonía debida a varicela (J17.1)","Ciertas enfermedades infecciosas y parasitarias"
B01.8,"Varicela con otras complicaciones","Ciertas enfermedades infecciosas y parasitarias"
B01.9,"Varicela sin complicaciones","Ciertas enfermedades infecciosas y parasitarias"
B02.0,"Encefalitis debida a herpes zoster (G05.1)","Ciertas enfermedades infecciosas y parasitarias"
B02.1,"Meningitis debida a herpes zoster (G02.0)","Ciertas enfermedades infecciosas y parasitarias"
B02.2,"Herpes zoster con otros compromisos del sistema nervioso","Ciertas enfermedades infecciosas y parasitarias"
B02.3,"Herpes zoster ocular","Ciertas enfermedades infecciosas y parasitarias"
B02.7,"Herpes zoster diseminado","Ciertas enfermedades infecciosas y parasitarias"
B02.8,"Herpes zoster con otras complicaciones","Ciertas enfermedades infecciosas y parasitarias"
B02.9,"Herpes zoster sin complicaciones","Ciertas enfermedades infecciosas y parasitarias"
B03,Viruela1,"Ciertas enfermedades infecciosas y parasitarias"
B04,"Viruela de los monos","Ciertas enfermedades infecciosas y parasitarias"
B05.0,"Sarampión complicado con encefalitis (G05.1)","Ciertas enfermedades infecciosas y parasitarias"
B05.1,"Sarampión complicado con meningitis (G02.0)","Ciertas enfermedades infecciosas y parasitarias"
B05.2,"Sarampión complicado con neumonía (J17.1)","Ciertas enfermedades infecciosas y parasitarias"
B05.3,"Sarampión complicado con otitis media (H67.1)","Ciertas enfermedades infecciosas y parasitarias"
B05.4,"Sarampión con complicaciones intestinales","Ciertas enfermedades infecciosas y parasitarias"
B05.8,"Sarampión con otras complicaciones","Ciertas enfermedades infecciosas y parasitarias"
B05.9,"Sarampión sin complicaciones","Ciertas enfermedades infecciosas y parasitarias"
B06.0,"Rubéola con complicaciones neurológicas","Ciertas enfermedades infecciosas y parasitarias"
B06.8,"Rubéola con otras complicaciones","Ciertas enfermedades infecciosas y parasitarias"
B06.9,"Rubéola sin complicaciones","Ciertas enfermedades infecciosas y parasitarias"
B07,"Verrugas víricas","Ciertas enfermedades infecciosas y parasitarias"
B08.0,"Otras infecciones debidas a ortopoxvirus","Ciertas enfermedades infecciosas y parasitarias"
B08.1,"Molusco contagioso","Ciertas enfermedades infecciosas y parasitarias"
B08.2,"Exantema súbito [sexta enfermedad]","Ciertas enfermedades infecciosas y parasitarias"
B08.3,"Eritema infeccioso [quinta enfermedad]","Ciertas enfermedades infecciosas y parasitarias"
B08.4,"Estomatitis vesicular enteroviral con exantema","Ciertas enfermedades infecciosas y parasitarias"
B08.5,"Faringitis vesicular enterovírica","Ciertas enfermedades infecciosas y parasitarias"
B08.8,"Otras infecciones virales especificadas, caracterizadas por lesiones de la piel y de las membranas mucosas","Ciertas enfermedades infecciosas y parasitarias"
B09,"Infección viral no especificada, caracterizada por lesiones de la piel y de las membranas mucosas","Ciertas enfermedades infecciosas y parasitarias"
B15.0,"Hepatitis aguda tipo A, con coma hepático","Ciertas enfermedades infecciosas y parasitarias"
B15.9,"Hepatitis aguda tipo A, sin coma hepático","Ciertas enfermedades infecciosas y parasitarias"
B16.0,"Hepatitis aguda tipo B, con agente delta (coinfección), con coma hepático","Ciertas enfermedades infecciosas y parasitarias"
B16.1,"Hepatitis aguda tipo B, con agente delta (coinfección), sin coma hepático","Ciertas enfermedades infecciosas y parasitarias"
B16.2,"Hepatitis aguda tipo B, sin agente delta, con coma hepático","Ciertas enfermedades infecciosas y parasitarias"
B16.9,"Hepatitis aguda tipo B, sin agente delta y sin coma hepático","Ciertas enfermedades infecciosas y parasitarias"
B17.0,"Infección (superinfección) aguda por agente delta en el portador de hepatitis B","Ciertas enfermedades infecciosas y parasitarias"
B17.1,"Hepatitis aguda tipo C","Ciertas enfermedades infecciosas y parasitarias"
B17.2,"Hepatitis aguda tipo E","Ciertas enfermedades infecciosas y parasitarias"
B17.8,"Otras hepatitis virales agudas especificadas","Ciertas enfermedades infecciosas y parasitarias"
B18.0,"Hepatitis viral tipo B crónica, con agente delta","Ciertas enfermedades infecciosas y parasitarias"
B18.1,"Hepatitis viral tipo B crónica, sin agente delta","Ciertas enfermedades infecciosas y parasitarias"
B18.2,"Hepatitis viral tipo C crónica","Ciertas enfermedades infecciosas y parasitarias"
B18.8,"Otras hepatitis virales crónicas","Ciertas enfermedades infecciosas y parasitarias"
B18.9,"Hepatitis viral crónica, sin otra especificación","Ciertas enfermedades infecciosas y parasitarias"
B19.0,"Hepatitis viral no especificada con coma","Ciertas enfermedades infecciosas y parasitarias"
B19.9,"Hepatitis viral no especificada sin coma","Ciertas enfermedades infecciosas y parasitarias"
B20.0,"Enfermedad por VIH, resultante en infección por micobacterias","Ciertas enfermedades infecciosas y parasitarias"
B20.1,"Enfermedad por VIH, resultante en otras infecciones bacterianas","Ciertas enfermedades infecciosas y parasitarias"
B20.2,"Enfermedad por VIH, resultante en enfermedad por citomegalovirus","Ciertas enfermedades infecciosas y parasitarias"
B20.3,"Enfermedad por VIH, resultante en otras infecciones virales","Ciertas enfermedades infecciosas y parasitarias"
B20.4,"Enfermedad por VIH, resultante en candidiasis","Ciertas enfermedades infecciosas y parasitarias"
B20.5,"Enfermedad por VIH, resultante en otras micosis","Ciertas enfermedades infecciosas y parasitarias"
B20.6,"Enfermedad por VIH, resultante en neumonía por Pneumocystis jirovecii","Ciertas enfermedades infecciosas y parasitarias"
B20.7,"Enfermedad por VIH, resultante en infecciones múltiples","Ciertas enfermedades infecciosas y parasitarias"
